timestamp,ce_symbol,ce_token,pe_symbol,pe_token,ce_entry_price,ce_entry_limit,pe_entry_price,pe_entry_limit,ce_strike,pe_strike,expiry,lot_size
2025-05-13 09:20:04,ADANIENT29MAY252400CE,64510,ADANIENT29MAY252420PE,66383,90.5,91.15,72.35,72.85,2400,2420,29MAY25,300
