timestamp,order_name,symbol,token,rule_id,triggered_price,limit_price
2025-05-13 09:46:52,ce_order1,ADANIENT29MAY252400CE,64510,5438085,90.5,91.15
2025-05-13 09:46:52,pe_order1,ADANIENT29MAY252420PE,66383,5438086,72.35,72.85
