timestamp,ce_symbol,ce_token,pe_symbol,pe_token,ce_entry_price,ce_entry_limit,pe_entry_price,pe_entry_limit,ce_strike,pe_strike,expiry,lot_size
2025-05-17 19:45:56,ETERNAL29MAY25245CE,146348,ETERNAL29MAY25245PE,146349,6.45,6.5,6.15,6.2,245,245,29MAY25,2000
